,id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
288,818,4,6457258,long method,minor,13:54.9,function,com.ibm.java.lang.management.internal.LoggingMXBeanImpl#getLoggerLevel String,git@github.com:eclipse/openj9.git,4911084853eb75b20e037c434ad4521b7317ebfb,/jcl/src/java.management/share/classes/com/ibm/java/lang/management/internal/LoggingMXBeanImpl.java,148,186,https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/java.management/share/classes/com/ibm/java/lang/management/internal/LoggingMXBeanImpl.java/#L148-L186,1.0
322,854,11,6515617,long method,minor,16:34.1,function,org.eclipse.tycho.surefire.osgibooter.AbstractUITestApplication#getApplicationToRun String[],git@github.com:eclipse/tycho.git,913062f90a6bad5c8c2b57c77111a52e698105d5,/tycho-surefire/org.eclipse.tycho.surefire.osgibooter/src/main/java/org/eclipse/tycho/surefire/osgibooter/AbstractUITestApplication.java,67,99,https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-surefire/org.eclipse.tycho.surefire.osgibooter/src/main/java/org/eclipse/tycho/surefire/osgibooter/AbstractUITestApplication.java/#L67-L99,1.0
450,982,10,6564535,long method,critical,24:48.6,function,org.eclipse.ui.internal.dialogs.CustomizePerspectiveDialog#createMenuEntries Menu|DisplayItem|boolean,git@github.com:eclipse/rap.git,6295da95d01da6669c91bd4b058db9b89f35abaf,/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/CustomizePerspectiveDialog.java,2900,3001,https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/CustomizePerspectiveDialog.java/#L2900-L3001,1.0
488,1020,4,6917328,long method,minor,26:41.2,function,com.google.android.exoplayer2.util.ParsableByteArray#readNullTerminatedString int,git@github.com:google/ExoPlayer.git,4bc79c9465abd00e29ff576c5f7a7517be632f5a,/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,473,485,https://github.com/google/ExoPlayer/blob/4bc79c9465abd00e29ff576c5f7a7517be632f5a/library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java/#L473-L485,1.0
516,1046,11,6923170,long method,minor,28:19.6,function,com.google.googlejavaformat.Doc.Tok#computeBreaks CommentsHelper|int|State,git@github.com:google/google-java-format.git,df76e0c7fe82711c8600768fca19d0ebaf2ca3d2,/core/src/main/java/com/google/googlejavaformat/Doc.java,753,758,https://github.com/google/google-java-format/blob/df76e0c7fe82711c8600768fca19d0ebaf2ca3d2/core/src/main/java/com/google/googlejavaformat/Doc.java/#L753-L758,0.5
592,1122,5,7085407,long method,major,32:02.2,function,sun.security.provider.certpath.ReverseState#updateState X509Certificate,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/libcore/ojluni/src/main/java/sun/security/provider/certpath/ReverseState.java,284,348,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/sun/security/provider/certpath/ReverseState.java/#L284-L348,1.0
661,1191,12,7201768,long method,minor,35:10.2,function,"com.oracle.bmc.database.DatabaseAsyncClient#generateAutonomousDatabaseWallet GenerateAutonomousDatabaseWalletRequest|com.oracle.bmc.responses.AsyncHandler<GenerateAutonomousDatabaseWalletRequest, GenerateAutonomousDatabaseWalletResponse>",git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-database/src/main/java/com/oracle/bmc/database/DatabaseAsyncClient.java,1700,1793,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-database/src/main/java/com/oracle/bmc/database/DatabaseAsyncClient.java/#L1700-L1793,1.0
686,1216,11,7231644,long method,minor,37:59.8,function,org.robolectric.shadows.ShadowMotionEvent.nativeGetPointerCoords long|int|int|PointerCoords,git@github.com:robolectric/robolectric.git,525bfcfc0e0ed1653ad57341b564c6857e11dc50,/shadows/framework/src/main/java/org/robolectric/shadows/ShadowMotionEvent.java,386,405,https://github.com/robolectric/robolectric/blob/525bfcfc0e0ed1653ad57341b564c6857e11dc50/shadows/framework/src/main/java/org/robolectric/shadows/ShadowMotionEvent.java/#L386-L405,1.0
733,1263,1,7197581,long method,major,40:40.2,function,"com.oracle.bmc.resourcemanager.ResourceManagerAsyncClient#updateStack UpdateStackRequest|com.oracle.bmc.responses.AsyncHandler<UpdateStackRequest, UpdateStackResponse>",git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-resourcemanager/src/main/java/com/oracle/bmc/resourcemanager/ResourceManagerAsyncClient.java,1366,1452,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-resourcemanager/src/main/java/com/oracle/bmc/resourcemanager/ResourceManagerAsyncClient.java/#L1366-L1452,1.0
768,1298,11,7356984,long method,minor,42:06.6,function,com.microsoft.tfs.core.util.TSWAHyperlinkBuilder#formatQueryString String|String[],git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/util/TSWAHyperlinkBuilder.java,518,559,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/util/TSWAHyperlinkBuilder.java/#L518-L559,1.0
967,1499,11,7576371,long method,major,54:51.5,function,org.springframework.orm.jpa.SharedEntityManagerCreator.SharedEntityManagerInvocationHandler#invoke Object|Method|Object[],git@github.com:spring-projects/spring-framework.git,3a0f309e2c9fdbbf7fb2d348be861528177f8555,/spring-orm/src/main/java/org/springframework/orm/jpa/SharedEntityManagerCreator.java,212,331,https://github.com/spring-projects/spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-orm/src/main/java/org/springframework/orm/jpa/SharedEntityManagerCreator.java/#L212-L331,1.0
982,1514,10,7588956,long method,major,55:24.1,function,org.springframework.web.servlet.support.BindStatus.BindStatus RequestContext|String|boolean,git@github.com:spring-projects/spring-framework.git,3a0f309e2c9fdbbf7fb2d348be861528177f8555,/spring-webmvc/src/main/java/org/springframework/web/servlet/support/BindStatus.java,96,169,https://github.com/spring-projects/spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-webmvc/src/main/java/org/springframework/web/servlet/support/BindStatus.java/#L96-L169,1.0
1129,1663,4,7777067,long method,minor,09:00.9,function,org.apache.druid.segment.virtual.ExpressionSelectors.supplierFromDimensionSelector DimensionSelector,git@github.com:apache/incubator-druid.git,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5,/processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java,311,327,https://github.com/apache/incubator-druid/blob/8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5/processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java/#L311-L327,1.0
1139,1673,5,7882655,long method,major,09:20.5,function,com.facebook.buck.distributed.thrift.FetchRuleKeyLogsRequest.FetchRuleKeyLogsRequestStandardScheme#read org.apache.thrift.protocol.TProtocol|FetchRuleKeyLogsRequest,git@github.com:facebook/buck.git,1bc8d383ea5cb153ca9bf4f2807e6be498648523,/src-gen/com/facebook/buck/distributed/thrift/FetchRuleKeyLogsRequest.java,547,608,https://github.com/facebook/buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/src-gen/com/facebook/buck/distributed/thrift/FetchRuleKeyLogsRequest.java/#L547-L608,1.0
1168,1702,4,7928347,long method,minor,12:05.0,function,org.eclipse.bpmn2.modeler.ui.property.dialogs.ViewerFileFilter#select Viewer|Object|Object,git@github.com:eclipse/bpmn2-modeler.git,fce8426d782272ee848251d954c98091bea0631c,/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java,59,76,https://github.com/eclipse/bpmn2-modeler/blob/fce8426d782272ee848251d954c98091bea0631c/plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java/#L59-L76,1.0
1225,1759,4,8049607,long method,major,17:05.4,function,org.eclipse.titan.designer.AST.TTCN3.templates.Referenced_Template.Referenced_Template CompilationTimeStamp|SpecificValue_Template,git@github.com:eclipse/titan.EclipsePlug-ins.git,92bae808bfd4757c9a2f7cc0e59cd17ad801394c,/org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/templates/Referenced_Template.java,79,100,https://github.com/eclipse/titan.EclipsePlug-ins/blob/92bae808bfd4757c9a2f7cc0e59cd17ad801394c/org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/templates/Referenced_Template.java/#L79-L100,1.0
1239,1773,4,8092397,long method,minor,18:58.3,function,org.eclipse.xtext.valueconverter.serializer.Bug250313SemanticSequencer#sequence ISerializationContext|EObject,git@github.com:eclipse/xtext-core.git,e04964e4c2a3e0338c0079bd8333688835e77c31,/org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/serializer/Bug250313SemanticSequencer.java,29,49,https://github.com/eclipse/xtext-core/blob/e04964e4c2a3e0338c0079bd8333688835e77c31/org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/serializer/Bug250313SemanticSequencer.java/#L29-L49,1.0
1297,1831,4,8298934,long method,major,24:18.2,function,org.eclipse.acceleo.internal.ide.ui.editors.template.AcceleoCompletionProcessor#computeOverridesBrowserView List<ICompletionProposal>,git@github.com:eclipse/acceleo.git,3b0576ceff41c61c97f94fba4020adbab691bd68,/plugins/org.eclipse.acceleo.ide.ui/src/org/eclipse/acceleo/internal/ide/ui/editors/template/AcceleoCompletionProcessor.java,365,383,https://github.com/eclipse/acceleo/blob/3b0576ceff41c61c97f94fba4020adbab691bd68/plugins/org.eclipse.acceleo.ide.ui/src/org/eclipse/acceleo/internal/ide/ui/editors/template/AcceleoCompletionProcessor.java/#L365-L383,0.0
1343,1877,1,8389037,long method,minor,29:36.6,function,"org.apache.camel.component.disruptor.DisruptorComponent#createEndpoint String|String|Map<String, Object>",git@github.com:apache/camel.git,8a85a70643c4d6eec2d3abddeea44ecb06c2f486,/components/camel-disruptor/src/main/java/org/apache/camel/component/disruptor/DisruptorComponent.java,64,108,https://github.com/apache/camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-disruptor/src/main/java/org/apache/camel/component/disruptor/DisruptorComponent.java/#L64-L108,1.0
1498,2032,3,8497990,long method,minor,13:36.9,function,com.cloud.consoleproxy.ConsoleProxyManagerImpl#getDefaultNetworkForAdvancedZone DataCenter,git@github.com:apache/cloudstack.git,8d3feb100aab4a45b31a789f444038b892161eec,/server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java,696,720,https://github.com/apache/cloudstack/blob/8d3feb100aab4a45b31a789f444038b892161eec/server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java/#L696-L720,1.0
1507,2041,3,8515408,long method,minor,14:51.4,function,com.cloud.utils.UriUtils.getUserDetails String,git@github.com:apache/cloudstack.git,8d3feb100aab4a45b31a789f444038b892161eec,/utils/src/main/java/com/cloud/utils/UriUtils.java,198,210,https://github.com/apache/cloudstack/blob/8d3feb100aab4a45b31a789f444038b892161eec/utils/src/main/java/com/cloud/utils/UriUtils.java/#L198-L210,1.0
1661,2195,3,8922371,long method,major,24:06.4,function,org.apache.hadoop.hive.metastore.api.WMTrigger.WMTriggerStandardScheme#read org.apache.thrift.protocol.TProtocol|WMTrigger,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53,/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WMTrigger.java,733,798,https://github.com/apache/hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WMTrigger.java/#L733-L798,1.0
1700,2234,3,8997948,long method,minor,31:57.0,function,org.apache.lucene.analysis.ja.util.CharacterDefinitionWriter#write String,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1,/lucene/analysis/kuromoji/src/tools/java/org/apache/lucene/analysis/ja/util/CharacterDefinitionWriter.java,73,93,https://github.com/apache/lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/lucene/analysis/kuromoji/src/tools/java/org/apache/lucene/analysis/ja/util/CharacterDefinitionWriter.java/#L73-L93,1.0
1703,2237,3,9000671,long method,minor,55:33.3,function,org.apache.lucene.codecs.blocktreeords.OrdsSegmentTermsEnum#pushFrame FST.Arc<Output>|long|int|long,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1,/lucene/codecs/src/java/org/apache/lucene/codecs/blocktreeords/OrdsSegmentTermsEnum.java,174,208,https://github.com/apache/lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/lucene/codecs/src/java/org/apache/lucene/codecs/blocktreeords/OrdsSegmentTermsEnum.java/#L174-L208,1.0
1707,2241,3,8999751,long method,critical,55:57.6,function,org.tartarus.snowball.ext.ItalianStemmer#r_prelude,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1,/lucene/analysis/common/src/java/org/tartarus/snowball/ext/ItalianStemmer.java,257,401,https://github.com/apache/lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/lucene/analysis/common/src/java/org/tartarus/snowball/ext/ItalianStemmer.java/#L257-L401,1.0
1719,2253,3,9012407,long method,major,01:43.2,function,org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilter#incrementToken,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1,/lucene/analysis/phonetic/src/java/org/apache/lucene/analysis/phonetic/DoubleMetaphoneFilter.java,51,108,https://github.com/apache/lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/lucene/analysis/phonetic/src/java/org/apache/lucene/analysis/phonetic/DoubleMetaphoneFilter.java/#L51-L108,1.0
1813,2343,3,3986717,long method,major,09:34.2,function,org.apache.polygene.api.util.Classes.simpleGenericNameOf StringBuilder|Type,git@github.com:apache/attic-polygene-java.git,031beef870302a0bd01bd5895ce849e00f2d5d5b,/core/api/src/main/java/org/apache/polygene/api/util/Classes.java,288,342,https://github.com/apache/attic-polygene-java/blob/031beef870302a0bd01bd5895ce849e00f2d5d5b/core/api/src/main/java/org/apache/polygene/api/util/Classes.java/#L288-L342,0.0
1888,2418,3,4095182,long method,minor,13:36.3,function,org.apache.hyracks.ipc.impl.IPCConnectionManager.NetworkThread#processSelectedKeys,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35,/hyracks-fullstack/hyracks/hyracks-ipc/src/main/java/org/apache/hyracks/ipc/impl/IPCConnectionManager.java,213,230,https://github.com/apache/asterixdb/blob/223d13a06c4a4a58408aeac19674ac1f36f5ff35/hyracks-fullstack/hyracks/hyracks-ipc/src/main/java/org/apache/hyracks/ipc/impl/IPCConnectionManager.java/#L213-L230,1.0
1981,2513,3,4249533,long method,minor,10:36.1,function,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.getNamespaceURI Node,git@github.com:apache/commons-jxpath.git,eff47ab8ca52fdbc91d1313cc224324465dd043e,/src/main/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java,672,697,https://github.com/apache/commons-jxpath/blob/eff47ab8ca52fdbc91d1313cc224324465dd043e/src/main/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java/#L672-L697,1.0
2006,2538,3,4301341,long method,minor,11:52.7,function,org.apache.kerby.kerberos.kerb.gss.GssMechFactory#getCredentialElement GSSNameSpi|int|int|int,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-gssapi/src/main/java/org/apache/kerby/kerberos/kerb/gss/GssMechFactory.java,113,135,https://github.com/apache/directory-kerby/blob/19fa650424f60d23d1c1bf0af4bb80ffcb8d8843/kerby-kerb/kerb-gssapi/src/main/java/org/apache/kerby/kerberos/kerb/gss/GssMechFactory.java/#L113-L135,1.0
2094,2624,3,4490338,long method,critical,45:50.4,function,org.apache.ctakes.coreference.ae.features.cluster.MentionClusterStringFeaturesExtractor#extract JCas|CollectionTextRelation|IdentifiedAnnotation,git@github.com:apache/ctakes.git,79be3ba2833857714bb301449f021cca36f373e6,/ctakes-coreference/src/main/java/org/apache/ctakes/coreference/ae/features/cluster/MentionClusterStringFeaturesExtractor.java,35,105,https://github.com/apache/ctakes/blob/79be3ba2833857714bb301449f021cca36f373e6/ctakes-coreference/src/main/java/org/apache/ctakes/coreference/ae/features/cluster/MentionClusterStringFeaturesExtractor.java/#L35-L105,1.0
2098,2628,3,4490426,long method,major,46:05.9,function,org.apache.drill.exec.store.easy.text.compliant.TextReader#parseQuotedValue byte,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3,/exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/text/compliant/TextReader.java,226,300,https://github.com/apache/drill/blob/5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3/exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/text/compliant/TextReader.java/#L226-L300,1.0
2153,2683,3,4602827,long method,minor,51:27.6,function,"org.apache.giraph.rexster.io.RexsterEdgeOutputFormat.RexsterEdgeWriter#writeEdge I|V|Edge<I, E>",git@github.com:apache/giraph.git,d3bf4a2cf5347f7cfd9d217b216c906cb7801217,/giraph-rexster/giraph-rexster-io/src/main/java/org/apache/giraph/rexster/io/RexsterEdgeOutputFormat.java,167,198,https://github.com/apache/giraph/blob/d3bf4a2cf5347f7cfd9d217b216c906cb7801217/giraph-rexster/giraph-rexster-io/src/main/java/org/apache/giraph/rexster/io/RexsterEdgeOutputFormat.java/#L167-L198,1.0
2208,2738,20,4092105,long method,critical,08:06.8,function,org.apache.asterix.transaction.management.service.logging.LogManager#getOrderedLogFileIds,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35,/asterixdb/asterix-transactions/src/main/java/org/apache/asterix/transaction/management/service/logging/LogManager.java,440,466,https://github.com/apache/asterixdb/blob/223d13a06c4a4a58408aeac19674ac1f36f5ff35/asterixdb/asterix-transactions/src/main/java/org/apache/asterix/transaction/management/service/logging/LogManager.java/#L440-L466,1.0
2247,2777,20,8286887,long method,minor,11:19.1,function,org.apache.james.mpt.helper.ScriptBuilder.Flags#command,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa,/mpt/core/src/main/java/org/apache/james/mpt/helper/ScriptBuilder.java,604,617,https://github.com/apache/james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/mpt/core/src/main/java/org/apache/james/mpt/helper/ScriptBuilder.java/#L604-L617,1.0
2275,2807,22,4031529,long method,minor,12:57.8,function,org.apache.beam.sdk.extensions.sketching.SketchFrequencies.Sketch.create CountMinSketch,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60,/sdks/java/extensions/sketching/src/main/java/org/apache/beam/sdk/extensions/sketching/SketchFrequencies.java,464,468,https://github.com/apache/beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/extensions/sketching/src/main/java/org/apache/beam/sdk/extensions/sketching/SketchFrequencies.java/#L464-L468,1.0
2311,2843,22,5232497,long method,major,15:07.7,function,org.apache.oodt.cas.crawl.ProductCrawler#crawl File,git@github.com:apache/oodt.git,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,/crawler/src/main/java/org/apache/oodt/cas/crawl/ProductCrawler.java,79,124,https://github.com/apache/oodt/blob/9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb/crawler/src/main/java/org/apache/oodt/cas/crawl/ProductCrawler.java/#L79-L124,1.0
2369,2901,20,6962878,long method,minor,19:10.7,function,com.google.common.util.concurrent.FakeTimeLimiter#callWithTimeout Callable<T>|long|TimeUnit,git@github.com:google/guava.git,be92294be598b9b6ff0bd1cae3335759dafcb534,/guava/src/com/google/common/util/concurrent/FakeTimeLimiter.java,49,67,https://github.com/google/guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava/src/com/google/common/util/concurrent/FakeTimeLimiter.java/#L49-L67,1.0
2376,2908,20,6344285,long method,major,19:52.0,function,org.eclipse.linuxtools.internal.rpm.ui.editor.preferences.PreferenceInitializer#initializeDefaultPreferences,git@github.com:eclipse/linuxtools.git,11865e6e7d86a9d2e63c7b25605f6055875e63ad,/rpm/org.eclipse.linuxtools.rpm.ui.editor/src/org/eclipse/linuxtools/internal/rpm/ui/editor/preferences/PreferenceInitializer.java,25,59,https://github.com/eclipse/linuxtools/blob/11865e6e7d86a9d2e63c7b25605f6055875e63ad/rpm/org.eclipse.linuxtools.rpm.ui.editor/src/org/eclipse/linuxtools/internal/rpm/ui/editor/preferences/PreferenceInitializer.java/#L25-L59,1.0
2432,2964,20,9377204,long method,major,24:42.7,function,com.sun.java.swing.plaf.windows.WindowsInternalFrameTitlePane#paintComponent Graphics,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.desktop/windows/classes/com/sun/java/swing/plaf/windows/WindowsInternalFrameTitlePane.java,125,205,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.desktop/windows/classes/com/sun/java/swing/plaf/windows/WindowsInternalFrameTitlePane.java/#L125-L205,1.0
