,id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
165,695,7,6207228,data class,critical,12:56.2,class,org.eclipse.che.ide.api.editor.partition.ConstantPartitioner,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java,22,103,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java/#L22-L103,1.0
189,719,7,6245494,data class,critical,18:57.5,class,org.eclipse.hono.config.SignatureSupportingConfigProperties,git@github.com:eclipse/hono.git,ec84947227564c6459801f708bdeabd7687a8bf0,/core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java,22,139,https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java/#L22-L139,1.0
200,730,8,6257015,data class,critical,30:11.1,class,org.eclipse.hawkbit.HawkbitServerProperties.Build,git@github.com:eclipse/hawkbit.git,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,/hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java,75,90,https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java/#L75-L90,1.0
202,732,8,6263358,data class,major,15:52.1,class,org.eclipse.ice.reactor.plant.Subchannel,git@github.com:eclipse/ice.git,3f6e0265f5b476ff90a660397ce83992944142c4,/org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java,25,303,https://github.com/eclipse/ice/blob/3f6e0265f5b476ff90a660397ce83992944142c4/org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java/#L25-L303,1.0
303,833,4,6464947,data class,minor,15:12.2,class,com.ibm.jvm.format.Util.TypeList,git@github.com:eclipse/openj9.git,4911084853eb75b20e037c434ad4521b7317ebfb,/jcl/src/openj9.traceformat/share/classes/com/ibm/jvm/format/Util.java,631,655,https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/openj9.traceformat/share/classes/com/ibm/jvm/format/Util.java/#L631-L655,1.0
334,866,11,6519143,data class,major,17:24.8,class,org.eclipse.vorto.repository.importer.ipso.ObjectFactory,git@github.com:eclipse/vorto.git,93919469e598ec07fed134536b901efd25cf674f,/repository/repository-importer/importer-ipso/src/main/java/org/eclipse/vorto/repository/importer/ipso/ObjectFactory.java,37,72,https://github.com/eclipse/vorto/blob/93919469e598ec07fed134536b901efd25cf674f/repository/repository-importer/importer-ipso/src/main/java/org/eclipse/vorto/repository/importer/ipso/ObjectFactory.java/#L37-L72,1.0
361,893,11,6548259,data class,critical,19:07.8,class,org.eclipse.rap.rwt.internal.client.ConnectionMessages,git@github.com:eclipse/rap.git,6295da95d01da6669c91bd4b058db9b89f35abaf,/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/client/ConnectionMessages.java,16,20,https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/client/ConnectionMessages.java/#L16-L20,1.0
375,907,5,6547476,data class,minor,19:45.1,class,org.eclipse.rap.rwt.internal.theme.css.NullElementSelector,git@github.com:eclipse/rap.git,6295da95d01da6669c91bd4b058db9b89f35abaf,/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/theme/css/NullElementSelector.java,17,54,https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/theme/css/NullElementSelector.java/#L17-L54,1.0
399,931,17,6560581,data class,major,21:44.0,class,org.eclipse.ui.IPluginContribution,git@github.com:eclipse/rap.git,6295da95d01da6669c91bd4b058db9b89f35abaf,/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/IPluginContribution.java,21,35,https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/IPluginContribution.java/#L21-L35,1.0
421,953,11,6634791,data class,major,22:46.4,class,com.esri.geoportal.harvester.waf.WafFolderContent,git@github.com:Esri/geoportal-server-harvester.git,b8c69260e3d6ec10df6514c201219e690cfba048,/geoportal-connectors/geoportal-harvester-waf/src/main/java/com/esri/geoportal/harvester/waf/WafFolderContent.java,23,65,https://github.com/Esri/geoportal-server-harvester/blob/b8c69260e3d6ec10df6514c201219e690cfba048/geoportal-connectors/geoportal-harvester-waf/src/main/java/com/esri/geoportal/harvester/waf/WafFolderContent.java/#L23-L65,1.0
448,980,5,6151978,data class,major,24:36.8,class,org.eclipse.dltk.debug.ui.IDLTKDebugUIPreferenceConstants,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/IDLTKDebugUIPreferenceConstants.java,4,34,https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/IDLTKDebugUIPreferenceConstants.java/#L4-L34,1.0
456,988,17,6866681,data class,minor,25:01.3,class,com.google.errorprone.refaster.UOfKind,git@github.com:google/error-prone.git,61cb540c08ec63faa56dccce00049cff1f8b41ea,/core/src/main/java/com/google/errorprone/refaster/UOfKind.java,33,64,https://github.com/google/error-prone/blob/61cb540c08ec63faa56dccce00049cff1f8b41ea/core/src/main/java/com/google/errorprone/refaster/UOfKind.java/#L33-L64,1.0
472,1004,12,6890147,data class,critical,25:59.3,class,com.sun.tools.sjavac.server.SysInfo,git@github.com:google/error-prone-javac.git,a53d069bbdb2c60232ed3811c19b65e41c3e60e0,/src/jdk.compiler/share/classes/com/sun/tools/sjavac/server/SysInfo.java,45,56,https://github.com/google/error-prone-javac/blob/a53d069bbdb2c60232ed3811c19b65e41c3e60e0/src/jdk.compiler/share/classes/com/sun/tools/sjavac/server/SysInfo.java/#L45-L56,0.0
481,1013,11,6920729,data class,major,26:21.0,class,com.google.gdata.data.analytics.DataSource,git@github.com:google/gdata-java-client.git,c6202a55f5f29afb37ffcf876674dca372f3fb4c,/java/src/com/google/gdata/data/analytics/DataSource.java,30,200,https://github.com/google/gdata-java-client/blob/c6202a55f5f29afb37ffcf876674dca372f3fb4c/java/src/com/google/gdata/data/analytics/DataSource.java/#L30-L200,0.5
518,1048,17,6985869,data class,major,28:20.0,class,com.google.j2cl.ast.FieldDescriptor.Builder,git@github.com:google/j2cl.git,f233ebf547cce390cf87ce346ed82e0512f4fbe1,/transpiler/java/com/google/j2cl/ast/FieldDescriptor.java,194,255,https://github.com/google/j2cl/blob/f233ebf547cce390cf87ce346ed82e0512f4fbe1/transpiler/java/com/google/j2cl/ast/FieldDescriptor.java/#L194-L255,1.0
538,1068,11,7027539,data class,major,28:57.2,class,com.ibm.cloud.objectstorage.services.kms.model.ListKeysResult,git@github.com:IBM/ibm-cos-sdk-java.git,d6b03864c15c622ce439e39f20ab41a77dc1cc83,/ibm-cos-java-sdk-kms/src/main/java/com/ibm/cloud/objectstorage/services/kms/model/ListKeysResult.java,22,300,https://github.com/IBM/ibm-cos-sdk-java/blob/d6b03864c15c622ce439e39f20ab41a77dc1cc83/ibm-cos-java-sdk-kms/src/main/java/com/ibm/cloud/objectstorage/services/kms/model/ListKeysResult.java/#L22-L300,1.0
544,1074,10,7074847,data class,major,29:43.4,class,com.linkedin.gradle.python.util.OperatingSystem.Solaris,git@github.com:linkedin/pygradle.git,4b04b7980dc47a76b816184ebbcfe0b3f5cefadd,/pygradle-plugin/src/main/groovy/com/linkedin/gradle/python/util/OperatingSystem.java,363,382,https://github.com/linkedin/pygradle/blob/4b04b7980dc47a76b816184ebbcfe0b3f5cefadd/pygradle-plugin/src/main/groovy/com/linkedin/gradle/python/util/OperatingSystem.java/#L363-L382,1.0
573,1103,13,7077189,data class,critical,30:58.3,class,javax.xml.xpath.XPathConstants,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/libcore/luni/src/main/java/javax/xml/xpath/XPathConstants.java,32,78,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/luni/src/main/java/javax/xml/xpath/XPathConstants.java/#L32-L78,1.0
576,1106,10,7075624,data class,minor,31:03.1,class,sun.security.x509.CertificatePolicyMap,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/libcore/ojluni/src/main/java/sun/security/x509/CertificatePolicyMap.java,38,106,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/sun/security/x509/CertificatePolicyMap.java/#L38-L106,1.0
579,1109,11,7120318,data class,minor,31:08.6,class,com.microsoft.azure.maven.AbstractAzureMojo,git@github.com:Microsoft/azure-maven-plugins.git,d3e0b6fa0e00f38c04b622589a939fb3bae2227e,/azure-maven-plugin-lib/src/main/java/com/microsoft/azure/maven/AbstractAzureMojo.java,45,447,https://github.com/Microsoft/azure-maven-plugins/blob/d3e0b6fa0e00f38c04b622589a939fb3bae2227e/azure-maven-plugin-lib/src/main/java/com/microsoft/azure/maven/AbstractAzureMojo.java/#L45-L447,1.0
595,1125,4,7148614,data class,major,32:04.0,class,com.microsoft.intellij.ApplicationSettings.State,git@github.com:Microsoft/azure-tools-for-java.git,d121e8ac9cc3ab400e5b49c8b372280ae332f3fb,/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/ApplicationSettings.java,58,61,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/ApplicationSettings.java/#L58-L61,1.0
628,1158,11,7198305,data class,major,33:29.6,class,com.oracle.bmc.core.responses.ListBootVolumeAttachmentsResponse.Builder,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-core/src/main/java/com/oracle/bmc/core/responses/ListBootVolumeAttachmentsResponse.java,33,45,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-core/src/main/java/com/oracle/bmc/core/responses/ListBootVolumeAttachmentsResponse.java/#L33-L45,1.0
630,1160,13,7155743,data class,minor,33:30.6,class,com.microsoft.sqlserver.jdbc.Segment,git@github.com:Microsoft/mssql-jdbc.git,84484edf7944de56749fd2648d0af2ffa2459b7a,/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerSpatialDatatype.java,1932,1947,https://github.com/Microsoft/mssql-jdbc/blob/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerSpatialDatatype.java/#L1932-L1947,0.0
639,1169,17,7200142,data class,minor,34:01.7,class,com.oracle.bmc.objectstorage.transfer.ProgressTrackingInputStreamFactory.DuplicatableProgressTrackingInputStream,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-objectstorage/bmc-objectstorage-extensions/src/main/java/com/oracle/bmc/objectstorage/transfer/ProgressTrackingInputStreamFactory.java,95,120,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-objectstorage/bmc-objectstorage-extensions/src/main/java/com/oracle/bmc/objectstorage/transfer/ProgressTrackingInputStreamFactory.java/#L95-L120,1.0
655,1185,11,7210083,data class,critical,34:53.3,class,oracle.kubernetes.operator.helpers.CallBuilder.RequestParamsBuilder,git@github.com:oracle/weblogic-kubernetes-operator.git,1fb059d7e32b9b3514617d54e4dda41ab68e71ea,/operator/src/main/java/oracle/kubernetes/operator/helpers/CallBuilder.java,179,191,https://github.com/oracle/weblogic-kubernetes-operator/blob/1fb059d7e32b9b3514617d54e4dda41ab68e71ea/operator/src/main/java/oracle/kubernetes/operator/helpers/CallBuilder.java/#L179-L191,1.0
667,1197,11,7405705,data class,major,36:03.0,class,org.graalvm.compiler.core.common.CompilationIdentifier,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/compiler/src/org.graalvm.compiler.core.common/src/org/graalvm/compiler/core/common/CompilationIdentifier.java,33,80,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/compiler/src/org.graalvm.compiler.core.common/src/org/graalvm/compiler/core/common/CompilationIdentifier.java/#L33-L80,1.0
699,1229,12,7239385,data class,critical,38:34.8,class,org.robolectric.res.android.LoadedArsc.DynamicPackageEntry,git@github.com:robolectric/robolectric.git,525bfcfc0e0ed1653ad57341b564c6857e11dc50,/resources/src/main/java/org/robolectric/res/android/LoadedArsc.java,62,75,https://github.com/robolectric/robolectric/blob/525bfcfc0e0ed1653ad57341b564c6857e11dc50/resources/src/main/java/org/robolectric/res/android/LoadedArsc.java/#L62-L75,1.0
700,1230,11,7272444,data class,minor,38:35.4,class,org.graalvm.visualvm.lib.jfluid.heap.Type,git@github.com:oracle/visualvm.git,d9b10575b53d535e10c6e8c41831ebe38483c65b,/visualvm/libs.profiler/lib.profiler/src/org/graalvm/visualvm/lib/jfluid/heap/Type.java,52,61,https://github.com/oracle/visualvm/blob/d9b10575b53d535e10c6e8c41831ebe38483c65b/visualvm/libs.profiler/lib.profiler/src/org/graalvm/visualvm/lib/jfluid/heap/Type.java/#L52-L61,1.0
710,1240,11,7290109,data class,major,39:21.9,class,com.vmware.vfabric.ide.eclipse.tcserver.tests.support.TestConfiguration,git@github.com:spring-projects/eclipse-integration-tcserver.git,5b381256cb35cfe2aa21f5093558f7ca927c289f,/com.vmware.vfabric.ide.eclipse.tcserver.tests/src/com/vmware/vfabric/ide/eclipse/tcserver/tests/support/TestConfiguration.java,21,95,https://github.com/spring-projects/eclipse-integration-tcserver/blob/5b381256cb35cfe2aa21f5093558f7ca927c289f/com.vmware.vfabric.ide.eclipse.tcserver.tests/src/com/vmware/vfabric/ide/eclipse/tcserver/tests/support/TestConfiguration.java/#L21-L95,0.0
722,1252,4,7307669,data class,major,40:05.2,class,org.springframework.batch.admin.web.resources.DefaultResourceService,git@github.com:spring-projects/spring-batch-admin.git,9e3ad8bff99b8fad8da62426aa7d2959eb841bcf,/spring-batch-admin-resources/src/main/java/org/springframework/batch/admin/web/resources/DefaultResourceService.java,23,38,https://github.com/spring-projects/spring-batch-admin/blob/9e3ad8bff99b8fad8da62426aa7d2959eb841bcf/spring-batch-admin-resources/src/main/java/org/springframework/batch/admin/web/resources/DefaultResourceService.java/#L23-L38,0.0
731,1261,10,7211700,data class,minor,40:38.8,class,io.prometheus.wls.rest.ServletConstants,git@github.com:oracle/weblogic-monitoring-exporter.git,05f1d3c4cc797577801df0ceceb9d92fc31718e8,/src/main/java/io/prometheus/wls/rest/ServletConstants.java,13,41,https://github.com/oracle/weblogic-monitoring-exporter/blob/05f1d3c4cc797577801df0ceceb9d92fc31718e8/src/main/java/io/prometheus/wls/rest/ServletConstants.java/#L13-L41,1.0
749,1279,5,7369780,data class,major,41:18.4,class,org.springframework.boot.autoconfigure.web.ServerProperties.Undertow,git@github.com:spring-projects/spring-boot.git,2225b362991f225e3a93f00e160526d2b8abdfb2,/spring-boot-project/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ServerProperties.java,949,1124,https://github.com/spring-projects/spring-boot/blob/2225b362991f225e3a93f00e160526d2b8abdfb2/spring-boot-project/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ServerProperties.java/#L949-L1124,1.0
763,1293,4,7356904,data class,minor,41:49.4,class,ms.tfs.build.buildservice._03._BuildWebServiceSoap_UpdateBuildDefinitions,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.core.ws/generated-src/ms/tfs/build/buildservice/_03/_BuildWebServiceSoap_UpdateBuildDefinitions.java,45,101,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.core.ws/generated-src/ms/tfs/build/buildservice/_03/_BuildWebServiceSoap_UpdateBuildDefinitions.java/#L45-L101,1.0
774,1304,17,7375884,data class,minor,42:32.5,class,org.springframework.boot.actuate.web.trace.servlet.TraceableHttpServletResponse,git@github.com:spring-projects/spring-boot.git,2225b362991f225e3a93f00e160526d2b8abdfb2,/spring-boot-project/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/web/trace/servlet/TraceableHttpServletResponse.java,33,59,https://github.com/spring-projects/spring-boot/blob/2225b362991f225e3a93f00e160526d2b8abdfb2/spring-boot-project/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/web/trace/servlet/TraceableHttpServletResponse.java/#L33-L59,1.0
777,1307,11,7386253,data class,critical,42:35.5,class,org.springframework.data.couchbase.repository.query.N1qlCountQueryCreator.CountPageable,git@github.com:spring-projects/spring-data-couchbase.git,2f4500e9c76541bbbd6a612f7b9283d2455a2dc6,/src/main/java/org/springframework/data/couchbase/repository/query/N1qlCountQueryCreator.java,83,124,https://github.com/spring-projects/spring-data-couchbase/blob/2f4500e9c76541bbbd6a612f7b9283d2455a2dc6/src/main/java/org/springframework/data/couchbase/repository/query/N1qlCountQueryCreator.java/#L83-L124,1.0
785,1315,4,6785826,data class,minor,43:26.5,class,com.facebook.ads.sdk.AdCampaignActivity.APIRequestGet,git@github.com:facebook/facebook-java-business-sdk.git,561f1a75e1220b55a160a1b92b0187f72be9cd08,/src/main/java/com/facebook/ads/sdk/AdCampaignActivity.java,610,1160,https://github.com/facebook/facebook-java-business-sdk/blob/561f1a75e1220b55a160a1b92b0187f72be9cd08/src/main/java/com/facebook/ads/sdk/AdCampaignActivity.java/#L610-L1160,1.0
827,1357,11,7423016,data class,minor,46:28.9,class,com.oracle.truffle.api.TruffleFile.Walker.Event,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/truffle/src/com.oracle.truffle.api/src/com/oracle/truffle/api/TruffleFile.java,1837,1863,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/truffle/src/com.oracle.truffle.api/src/com/oracle/truffle/api/TruffleFile.java/#L1837-L1863,1.0
854,1384,12,7457996,data class,major,47:53.2,class,example.model.Customer388,git@github.com:spring-projects/spring-data-examples.git,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,/jpa/deferred/src/main/java/example/model/Customer388.java,8,27,https://github.com/spring-projects/spring-data-examples/blob/ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4/jpa/deferred/src/main/java/example/model/Customer388.java/#L8-L27,0.0
882,1412,12,7468700,data class,critical,50:01.1,class,example.repo.Customer583Repository,git@github.com:spring-projects/spring-data-examples.git,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,/jpa/deferred/src/main/java/example/repo/Customer583Repository.java,9,12,https://github.com/spring-projects/spring-data-examples/blob/ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4/jpa/deferred/src/main/java/example/repo/Customer583Repository.java/#L9-L12,0.0
910,1440,10,7481501,data class,minor,51:02.0,class,example.model.Customer1953,git@github.com:spring-projects/spring-data-examples.git,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,/jpa/deferred/src/main/java/example/model/Customer1953.java,8,27,https://github.com/spring-projects/spring-data-examples/blob/ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4/jpa/deferred/src/main/java/example/model/Customer1953.java/#L8-L27,0.0
912,1442,5,7501187,data class,major,51:05.2,class,org.springframework.data.solr.repository.query.BindableSolrParameter,git@github.com:spring-projects/spring-data-solr.git,6db215cf28337895ec40ed28082fa895846680bb,/src/main/java/org/springframework/data/solr/repository/query/BindableSolrParameter.java,24,52,https://github.com/spring-projects/spring-data-solr/blob/6db215cf28337895ec40ed28082fa895846680bb/src/main/java/org/springframework/data/solr/repository/query/BindableSolrParameter.java/#L24-L52,1.0
929,1459,1,7503099,data class,major,52:04.1,class,org.springframework.data.redis.connection.ReactiveListCommands.PushCommand,git@github.com:spring-projects/spring-data-redis.git,2eb7067e8c7e859168a281145cc46ccddb42049f,/src/main/java/org/springframework/data/redis/connection/ReactiveListCommands.java,63,164,https://github.com/spring-projects/spring-data-redis/blob/2eb7067e8c7e859168a281145cc46ccddb42049f/src/main/java/org/springframework/data/redis/connection/ReactiveListCommands.java/#L63-L164,1.0
931,1461,10,7523283,data class,major,52:06.5,class,org.springframework.yarn.integration.ip.mind.binding.BaseObject,git@github.com:spring-projects/spring-hadoop.git,cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb,/spring-yarn/spring-yarn-integration/src/main/java/org/springframework/yarn/integration/ip/mind/binding/BaseObject.java,24,52,https://github.com/spring-projects/spring-hadoop/blob/cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb/spring-yarn/spring-yarn-integration/src/main/java/org/springframework/yarn/integration/ip/mind/binding/BaseObject.java/#L24-L52,0.0
943,1473,11,7525557,data class,minor,53:18.3,class,org.springframework.hateoas.mediatype.collectionjson.CollectionJson,git@github.com:spring-projects/spring-hateoas.git,0e02d4f04117e03ab94110c9de09b2ac28d55599,/src/main/java/org/springframework/hateoas/mediatype/collectionjson/CollectionJson.java,41,107,https://github.com/spring-projects/spring-hateoas/blob/0e02d4f04117e03ab94110c9de09b2ac28d55599/src/main/java/org/springframework/hateoas/mediatype/collectionjson/CollectionJson.java/#L41-L107,1.0
957,1489,12,7548776,data class,critical,54:24.0,class,org.springframework.integration.mqtt.event.MqttMessageDeliveryEvent,git@github.com:spring-projects/spring-integration.git,872302de6e98c1fd34e3192d8e4de244008ca857,/spring-integration-mqtt/src/main/java/org/springframework/integration/mqtt/event/MqttMessageDeliveryEvent.java,28,56,https://github.com/spring-projects/spring-integration/blob/872302de6e98c1fd34e3192d8e4de244008ca857/spring-integration-mqtt/src/main/java/org/springframework/integration/mqtt/event/MqttMessageDeliveryEvent.java/#L28-L56,1.0
